loan_id,loan_amount,tenure_months,interest_rate,borrower_age,monthly_income,actual_default,model_flag,risk_score,actual_default_clean,model_flag_clean
LN-102070,178877.505,24,17.3,55,39656.73219,FALSE,No,0.352,0,0
LN-100116,46880.8136,18,8.23,33,29762.02856,N,No,0.358,0,0
LN-101812,75955.15011,18,14.07,31,,No,0,0.448,0,0
LN-100530,61157.26222,12,11.07,33,39667.56403,No,N,0.553,0,0
LN-101128,120956.909,18,14.66,41,13492.15365,No,0,0.383,0,0
LN-101039,185880.5705,48,13.97,49,44269.25243,FALSE,FALSE,0.299,0,0
LN-101152,63628.12185,36,14.51,59,26083.37942,FALSE,No,0.147,0,0
LN-100004,71052.24499,12,14.01,51,40557.34146,0,N,0.442,0,0
LN-101706,130600.5748,12,8.13,29,90082.37999,FALSE,No,0.157,0,0
LN-101084,74658.61956,24,11.87,21,67012.32029,FALSE,N,0.477,0,0
LN-101218,80040.62261,6,17.81,37,81387.07412,N,FALSE,0.237,0,0
LN-100473,87119.26429,18,15.22,37,42657.57638,No,N,0.503,0,0
LN-101391,90308.84729,48,14.35,58,50642.4405,N,N,0.283,0,0
LN-101821,89037.32851,6,15.68,26,38885.47326,FALSE,N,0.269,0,0
LN-102089,119681.1493,6,17.82,25,35383.54135,0,FALSE,0.322,0,0
LN-101911,71861.56999,18,12.05,29,44582.73834,N,FALSE,0.454,0,0
LN-100955,86349.0,24,11.58,53,35432.86942,0,No,0.201,0,0
LN-100227,58813.42291,36,14.08,61,33387.83946,FALSE,N,0.261,0,0
LN-101667,54733.023,36,12.94,26,34779.90602,No,N,0.459,0,0
LN-101980,103478.3505,36,19.02,50,39047.18246,No,N,0.334,0,0
LN-101606,167714.7885,18,10.64,50,20293.40663,No,N,0.227,0,0
LN-101680,99503.38732,24,13.8,49,53714.06144,0,0,0.444,0,0
LN-100961,100685.0,12,14.13,48,23656.91005,N,No,0.217,0,0
LN-101325,46894.61887,36,15.87,55,,0,N,0.496,0,0
LN-100081,66693.15643,6,13.57,50,39156.78518,No,FALSE,0.432,0,0
LN-101588,105528.3427,36,17.79,25,54047.41428,0,FALSE,0.251,0,0
LN-100858,84589.17846,12,15.64,23,27590.87487,0,FALSE,0.403,0,0
LN-100452,120490.3166,36,12.11,27,38118.08922,FALSE,No,0.394,0,0
LN-100668,119367.6714,18,11.54,47,35435.06928,FALSE,FALSE,0.368,0,0
LN-102361,121214.0,18,8.0,37,45437.86925,FALSE,N,0.377,0,0
LN-102210,107058.6171,18,17.11,56,39221.542,0,Y,0.661,0,1
LN-100453,92313.60733,18,16.02,53,44635.61054,0,FALSE,0.283,0,0
LN-101742,121992.8483,48,9.33,52,36516.65282,FALSE,0,0.354,0,0
LN-101251,92541.74655,18,13.55,53,40820.38864,No,1,0.636,0,1
LN-101650,35127.44326,24,21.83,29,26615.03803,N,FALSE,0.469,0,0
LN-101561,48916.66346,18,12.95,,52363.0779,0,N,0.268,0,0
LN-102058,118248.5137,18,12.01,41,18476.28534,0,FALSE,0.443,0,0
LN-100330,145188.2206,18,11.61,47,40032.74137,FALSE,FALSE,0.397,0,0
LN-100670,152359.1482,18,17.5,34,29541.28435,N,No,0.392,0,0
LN-100109,57059.58208,18,15.77,59,37153.44624,FALSE,FALSE,0.391,0,0
LN-102323,73585.0,48,11.5,56,,FALSE,0,0.435,0,0
LN-101355,131102.367,12,15.95,42,,FALSE,N,0.256,0,0
LN-102341,67175.13488,24,10.67,41,25334.52555,FALSE,N,0.196,0,0
LN-101252,81000.88124,48,11.36,50,31382.3954,Y,N,0.529,1,0
LN-101286,103895.3988,6,9.96,36,46293.16552,No,0,0.254,0,0
LN-101991,103161.8319,12,14.03,31,68413.30411,No,No,0.151,0,0
LN-100354,64102.0,24,16.3,54,37615.04417,FALSE,N,0.295,0,0
LN-101478,45079.72212,12,8.0,24,24942.68681,No,No,0.121,0,0
LN-100527,227124.0,12,12.0,37,40948.95931,No,No,0.243,0,0
LN-100984,51772.68512,12,16.04,25,36601.37794,N,No,0.354,0,0
LN-101731,77790.69339,36,10.84,47,21777.55892,FALSE,0,0.351,0,0
LN-100311,191743.0678,12,12.67,62,27940.19418,TRUE,N,0.551,1,0
LN-101422,35176.28595,18,14.69,38,26089.30907,FALSE,No,0.425,0,0
LN-102219,161890.7288,6,11.47,38,29840.35033,N,FALSE,0.288,0,0
LN-101340,66349.15393,18,10.58,51,52259.29537,N,No,0.391,0,0
LN-100019,90803.0,6,9.6,42,-1,FALSE,0,0.448,0,0
LN-101923,40323.35358,24,16.08,58,22446.22628,0,0,0.35,0,0
LN-100357,40776.0,12,18.33,44,,Y,TRUE,0.72,1,1
LN-100360,30679.29578,6,13.29,50,37639.72548,FALSE,FALSE,0.351,0,0
LN-100762,45620.45474,6,17.22,42,93378.49279,0,0,0.231,0,0
LN-101438,99016.62734,12,12.84,40,32845.26008,No,N,0.155,0,0
LN-101729,77087.74056,24,11.52,45,30131.22987,TRUE,1,0.737,1,1
LN-100392,75049.16021,6,15.96,28,38938.33477,0,No,0.28,0,0
LN-101058,62751.59151,12,14.42,37,34432.7028,No,0,0.305,0,0
LN-101450,80170.37767,24,16.58,60,26337.61917,N,No,0.481,0,0
LN-100862,116131.4993,12,15.2,36,57808.57719,N,No,0.297,0,0
LN-100222,79968.8988,18,14.21,38,34695.53703,FALSE,FALSE,0.127,0,0
LN-102039,117318.2878,18,14.48,34,43866.11512,0,N,0.236,0,0
LN-102115,135912.3009,18,8.0,64,33012.49427,FALSE,N,0.26,0,0
LN-102262,165724.0,24,16.63,60,17541.67745,N,N,0.266,0,0
LN-100623,75385.13527,12,13.05,25,22513.30692,0,N,0.478,0,0
LN-101229,126793.075,36,13.09,53,16887.20917,N,0,0.012,0,0
LN-101188,121081.1932,24,14.01,57,41855.23103,FALSE,0,0.38,0,0
LN-100397,50883.0,36,15.07,62,26366.94309,No,FALSE,0.48,0,0
LN-101267,102085.3185,12,10.29,30,39631.9213,0,N,0.361,0,0
LN-100313,152739.5602,48,15.37,35,52715.97695,N,FALSE,0.446,0,0
LN-100287,75028.1502,6,18.95,45,29401.6624,FALSE,FALSE,0.43,0,0
LN-100593,88143.33725,12,12.87,43,40804.73667,0,FALSE,0.37,0,0
LN-101608,128435.5338,18,14.06,29,28756.56393,No,No,0.536,0,0
LN-100701,87524.18697,12,15.32,57,25794.71486,1,1,0.824,1,1
LN-101102,46537.34428,12,9.95,43,33166.31732,0,N,0.298,0,0
LN-101587,79581.22693,6,17.49,61,22531.62225,Y,Y,0.694,1,1
LN-101137,54228.62232,24,16.85,50,-1,FALSE,FALSE,0.453,0,0
LN-102367,110310.4765,24,17.02,51,35251.70736,FALSE,FALSE,0.234,0,0
LN-100438,126846.0123,18,14.0,21,53285.13984,0,FALSE,0.166,0,0
LN-100326,58361.0,6,12.14,47,35696.65875,FALSE,No,0.324,0,0
LN-101573,101402.4183,36,12.42,56,20600.8425,No,FALSE,0.428,0,0
LN-102006,95194.35233,48,11.75,42,30078.96265,FALSE,N,0.333,0,0
LN-101881,74984.49953,24,8.0,30,19021.45075,No,N,0.201,0,0
LN-100017,127684.7746,24,13.9,27,26131.07538,FALSE,FALSE,0.366,0,0
LN-101095,40847.29234,18,16.66,49,71713.24766,N,FALSE,0.421,0,0
LN-101522,83281.0,24,10.61,63,14208.15455,No,FALSE,0.289,0,0
LN-100281,44283.72221,6,15.95,62,51080.34031,No,FALSE,0.568,0,0
LN-100978,79292.97537,12,15.83,40,not disclosed,0,0,0.477,0,0
LN-100351,70541.05073,24,12.17,23,-1,FALSE,0,0.314,0,0
LN-101382,50273.18649,36,15.26,47,39128.35259,N,FALSE,0.229,0,0
LN-100731,92318.16586,18,12.89,34,16919.73389,No,FALSE,0.176,0,0
LN-101309,125316.8929,24,13.56,47,44851.76269,FALSE,No,0.314,0,0
LN-101090,81748.39062,18,13.94,25,45403.135,No,FALSE,0.428,0,0
LN-100042,72623.46415,12,14.65,25,61881.96824,No,N,0.191,0,0
LN-101886,125852.8707,24,17.87,47,39042.28229,0,FALSE,0.462,0,0
LN-101808,45566.77786,18,12.88,30,49516.01029,FALSE,FALSE,0.402,0,0
LN-100101,161139.1759,18,14.2,47,36294.98948,0,N,0.225,0,0
LN-100275,72766.30086,36,10.95,62,34635.86144,No,0,0.256,0,0
LN-100286,66605.0,18,15.51,53,28549.28936,N,0,0.439,0,0
LN-100446,87527.71284,36,14.49,39,37784.93988,FALSE,No,0.349,0,0
LN-100249,44451.03357,36,18.26,36,73792.35438,N,No,0.238,0,0
LN-100134,88051.89323,36,16.04,63,31046.42236,No,0,0.439,0,0
LN-100574,228080.4494,24,9.83,35,59121.82662,0,No,0.248,0,0
LN-100875,40103.38649,12,14.39,32,51732.58917,0,N,0.406,0,0
LN-100594,37366.739,12,9.52,61,93760.94222,FALSE,No,0.173,0,0
LN-100128,90186.96663,36,14.21,23,19975.2297,FALSE,FALSE,0.555,0,0
LN-101157,37046.86532,24,13.9,34,25843.39026,FALSE,FALSE,0.415,0,0
LN-100747,58802.45455,48,18.8,40,12529.40121,1,Y,0.682,1,1
LN-102023,97115.84901,12,15.12,27,20435.85327,FALSE,FALSE,0.208,0,0
LN-100572,101220.2216,24,12.67,22,28364.04224,0,N,0.235,0,0
LN-101855,58163.0,12,15.13,64,64187.32683,0,0,0.432,0,0
LN-101870,61613.0,24,12.65,61,39163.25195,FALSE,N,0.271,0,0
LN-100103,55925.0,48,10.82,58,17774.81692,FALSE,N,0.431,0,0
LN-101037,89138.66149,6,13.37,30,46330.81709,FALSE,0,0.255,0,0
LN-100410,84952.0,24,16.71,54,42190.40215,N,No,0.243,0,0
LN-101733,61759.21622,48,12.05,60,26715.97605,FALSE,FALSE,0.339,0,0
LN-101975,33678.01128,36,8.55,42,52215.88257,FALSE,FALSE,0.269,0,0
LN-102122,71295.09178,12,10.83,38,55454.7151,FALSE,No,0.353,0,0
LN-100604,68350.0,24,15.2,31,31318.53798,FALSE,N,0.236,0,0
LN-101261,220092.8702,18,13.74,47,48771.2727,FALSE,0,0.283,0,0
LN-102107,105709.5467,6,11.13,32,17567.71295,TRUE,0,0.587,1,0
LN-101559,64688.0,6,13.38,39,54204.94498,FALSE,N,0.2,0,0
LN-102394,81280.68694,12,14.17,47,not disclosed,1,TRUE,0.714,1,1
LN-101385,80245.83834,36,14.13,25,78842.9966,N,FALSE,0.439,0,0
LN-102280,107842.4946,36,10.23,30,51570.69647,0,N,0.239,0,0
LN-100711,170304.3833,18,12.53,53,,No,No,0.486,0,0
LN-100324,96453.9007,6,13.64,58,24323.56448,FALSE,0,0.276,0,0
LN-101819,78892.52532,24,15.05,29,28328.4902,FALSE,0,0.295,0,0
LN-100078,65513.76123,48,10.28,63,32817.63932,FALSE,FALSE,0.548,0,0
LN-100493,82551.98833,18,18.26,40,28709.2156,Yes,FALSE,0.543,1,0
LN-101924,144127.0,24,15.02,29,27560.47125,N,FALSE,0.445,0,0
LN-100359,67533.0,12,13.3,35,54875.59251,TRUE,FALSE,0.555,1,0
LN-101901,103599.8526,24,13.48,58,21800.25486,FALSE,No,0.411,0,0
LN-102375,126295.0,24,12.72,54,30404.12033,0,FALSE,0.358,0,0
LN-100224,113945.199,24,9.51,64,14812.8314,FALSE,N,0.121,0,0
LN-100307,174652.5543,18,18.19,39,29457.93829,N,FALSE,0.544,0,0
LN-101168,78123.01887,36,11.22,53,14763.99844,FALSE,FALSE,0.373,0,0
LN-101409,82864.63266,24,9.3,35,21339.32112,FALSE,No,0.339,0,0
LN-101984,119300.2884,12,12.0,22,26238.03067,No,FALSE,0.403,0,0
LN-100921,47454.83251,24,13.62,56,25025.18227,FALSE,N,0.345,0,0
LN-101947,146322.1257,6,11.44,34,32330.62186,N,0,0.277,0,0
LN-100788,71109.53925,36,12.54,56,33566.06059,N,0,0.419,0,0
LN-102311,80318.09723,12,14.23,45,32054.39981,FALSE,No,0.472,0,0
LN-100657,125428.9087,12,14.76,36,29608.81738,0,N,0.204,0,0
LN-101671,91040.0,24,8.0,63,20556.61134,No,FALSE,0.247,0,0
LN-101124,64149.66625,48,12.73,59,52259.76315,FALSE,No,0.354,0,0
LN-100003,90661.0,36,14.42,21,27104.11726,0,FALSE,0.299,0,0
LN-102216,45277.86355,12,14.9,26,27551.59629,FALSE,No,0.32,0,0
LN-100215,77276.07234,12,13.14,33,58091.05114,No,0,0.24,0,0
LN-100098,162998.4065,6,18.38,60,36277.95959,No,No,0.477,0,0
LN-101221,134695.5483,18,16.35,59,27615.81859,FALSE,FALSE,0.288,0,0
LN-101758,72865.0744,18,12.01,56,34441.44865,FALSE,No,0.416,0,0
LN-102090,49805.79802,6,13.48,43,28771.38747,0,N,0.392,0,0
LN-101985,58525.0327,12,11.68,51,46311.62624,FALSE,No,0.435,0,0
LN-102243,87543.70531,24,16.93,54,61854.81365,FALSE,No,0.453,0,0
LN-101288,98053.14499,48,15.25,36,43470.13731,N,0,0.435,0,0
LN-100699,58668.13893,48,9.0,56,40671.98765,No,N,0.313,0,0
LN-101930,56000.80364,6,17.78,22,36632.93868,No,FALSE,0.418,0,0
LN-100167,58835.59323,48,13.45,30,66690.49211,N,FALSE,0.424,0,0
LN-101312,89678.72948,36,11.83,37,33802.6897,N,FALSE,0.251,0,0
LN-101121,51075.3211,36,16.01,55,22737.40058,FALSE,N,0.28,0,0
LN-100492,87315.0,48,10.75,59,48035.21058,TRUE,Yes,0.643,1,1
LN-100700,167626.4985,6,20.03,36,35420.62665,FALSE,N,0.435,0,0
LN-100455,86473.64106,6,14.63,45,34025.33673,N,N,0.545,0,0
LN-100742,68367.93922,18,17.73,38,15315.54999,FALSE,No,0.484,0,0
LN-102024,82638.61759,18,18.35,56,19977.43052,N,FALSE,0.415,0,0
LN-102174,154773.7364,12,19.55,37,24868.53095,FALSE,N,0.449,0,0
LN-100521,79307.39389,6,12.24,35,55266.11961,FALSE,0,0.333,0,0
LN-101864,55091.0,12,14.69,41,32868.9261,TRUE,Yes,0.629,1,1
LN-102202,82794.44678,24,16.87,26,41816.89878,FALSE,N,0.328,0,0
LN-101444,104804.5613,12,16.57,30,27441.65168,FALSE,No,0.338,0,0
LN-100013,43956.50129,48,16.94,40,30782.61426,No,N,0.234,0,0
LN-100389,120992.5977,24,14.5,31,13467.45256,FALSE,N,0.423,0,0
LN-102287,121366.687,36,14.32,24,18716.6927,0,FALSE,0.39,0,0
LN-101897,63424.76417,24,12.11,59,52381.08035,0,No,0.323,0,0
LN-102339,100972.3187,12,13.52,49,30211.33476,No,No,0.09,0,0
LN-101044,136430.1031,18,13.81,44,21633.27332,No,FALSE,0.545,0,0
LN-100606,127892.1166,36,11.94,64,11937.57652,No,FALSE,0.365,0,0
LN-101670,84379.01504,12,14.18,24,36878.72957,FALSE,0,0.438,0,0
LN-101360,53909.4594,36,13.4,-1,18315.45801,No,N,0.413,0,0
LN-102101,224074.4986,6,12.25,63,30967.4933,N,0,0.262,0,0
LN-101595,97526.0,12,17.72,64,29237.25425,N,No,0.409,0,0
LN-101088,62128.18691,24,17.37,37,23515.11752,Yes,TRUE,0.792,1,1
LN-101074,64602.56775,6,14.93,52,40409.34017,1,No,0.494,1,0
LN-102356,115505.4408,48,12.55,34,36757.84845,FALSE,No,0.229,0,0
LN-100501,61045.25066,36,14.97,51,27769.54917,N,FALSE,0.42,0,0
LN-102259,128478.0,12,20.25,61,49715.02767,No,N,0.448,0,0
LN-101842,60892.0,12,12.75,27,49834.1384,FALSE,N,0.219,0,0
LN-100758,65541.78615,6,13.09,49,51073.68006,No,0,0.411,0,0
LN-100959,208296.9355,24,12.81,22,53107.2647,N,No,0.333,0,0
LN-100428,142291.0,24,14.1,52,20254.00998,N,N,0.396,0,0
LN-100947,98999.31529,12,12.46,36,24863.02182,0,0,0.383,0,0
LN-101171,220411.7383,6,16.6,23,18226.25463,FALSE,No,0.364,0,0
LN-101627,72220.66185,24,14.27,28,38337.33695,No,N,0.19,0,0
LN-100073,88844.81109,12,15.39,45,23235.68254,FALSE,No,0.532,0,0
LN-100025,112710.1941,24,18.55,45,20649.15829,FALSE,No,0.336,0,0
LN-102164,84535.0,12,15.38,,25819.75692,FALSE,0,0.146,0,0
LN-102027,55515.69352,12,12.87,43,35187.42725,No,FALSE,0.453,0,0
LN-100943,87590.73702,6,12.98,52,40684.02701,N,FALSE,0.444,0,0
LN-101518,73342.19607,6,8.55,41,28744.35024,N,FALSE,0.259,0,0
LN-101036,39990.49671,12,19.39,53,34068.1073,FALSE,0,0.359,0,0
LN-100115,102129.7269,18,18.98,52,50825.31105,N,N,0.452,0,0
LN-102118,104571.0,48,13.84,24,28062.8757,N,0,0.508,0,0
LN-100536,185678.4767,36,16.18,55,35528.04819,No,No,0.206,0,0
LN-101321,240508.0,12,9.56,25,36552.85196,Yes,TRUE,0.69,1,1
LN-101547,189345.0413,24,9.56,24,25940.04358,0,FALSE,0.21,0,0
LN-102185,114134.0,18,15.27,62,36670.51303,FALSE,No,0.346,0,0
LN-100458,89711.52241,18,15.76,31,25123.77963,No,N,0.426,0,0
LN-100096,122515.9416,24,11.68,28,33494.51906,N,FALSE,0.396,0,0
LN-102076,88667.65138,12,15.83,40,25617.84859,N,No,0.29,0,0
LN-100586,74964.0,18,18.43,46,28717.17738,0,N,0.605,0,0
LN-101544,70833.95523,18,15.35,33,35062.76257,N,0,0.287,0,0
LN-100611,44637.47224,12,19.45,38,20786.60998,FALSE,FALSE,0.518,0,0
LN-102072,117288.3258,12,18.03,43,18790.50946,FALSE,N,0.521,0,0
LN-100425,115260.5966,48,16.15,57,95735.07979,1,FALSE,0.532,1,0
LN-100648,45901.70638,12,14.23,59,29334.13427,FALSE,FALSE,0.518,0,0
LN-101795,80302.21159,18,11.44,36,21248.75388,No,No,0.441,0,0
LN-101740,84770.91243,12,14.91,49,61095.33401,FALSE,FALSE,0.532,0,0
LN-102139,89731.94551,48,11.18,30,65893.99722,No,No,0.273,0,0
LN-100511,80251.0,6,13.5,31,17118.296,N,0,0.34,0,0
LN-100779,52554.79095,12,11.73,37,34694.56454,FALSE,FALSE,0.13,0,0
LN-102074,44911.06137,36,18.5,35,21682.21847,FALSE,No,0.553,0,0
LN-100565,65342.0,6,19.7,57,44601.54657,0,No,0.562,0,0
LN-101213,93179.91432,12,15.76,51,31481.5864,No,FALSE,0.497,0,0
LN-101223,98683.0,24,19.74,23,39167.378,N,N,0.142,0,0
LN-101868,42753.0,18,19.65,63,not disclosed,N,FALSE,0.358,0,0
LN-101263,110380.0,12,14.89,35,49666.43357,No,N,0.42,0,0
LN-100118,45642.8148,18,15.17,23,36796.73788,FALSE,No,0.298,0,0
LN-100505,65781.82335,24,18.51,58,27132.79715,FALSE,0,0.242,0,0
LN-101659,76055.23019,12,13.36,30,32271.32706,FALSE,FALSE,0.298,0,0
LN-101302,114265.6469,18,15.16,31,34040.21869,FALSE,0,0.433,0,0
LN-100021,43607.31962,12,13.67,60,18879.94835,N,0,0.265,0,0
LN-100500,74042.83054,18,19.11,28,35455.35833,No,No,0.524,0,0
LN-101350,215117.6742,6,16.95,25,18974.13051,TRUE,1,0.819,1,1
LN-102372,109452.5251,18,16.37,32,30306.40493,N,FALSE,0.433,0,0
LN-101395,54458.0,18,11.32,64,12770.27715,0,No,0.334,0,0
LN-100992,116146.9592,24,12.31,54,29046.81936,N,FALSE,0.247,0,0
LN-101512,127658.4505,48,16.83,39,28236.36809,TRUE,TRUE,0.734,1,1
LN-100164,80834.92806,12,18.36,64,66777.00256,N,FALSE,0.314,0,0
LN-101847,67589.0,18,14.6,,47395.0892,FALSE,FALSE,0.175,0,0
LN-100243,120821.0,36,14.03,42,44078.33218,Yes,1,0.761,1,1
LN-102257,89984.0,36,15.28,34,26082.06427,No,FALSE,0.479,0,0
LN-100945,111029.8298,18,16.75,24,31263.8499,FALSE,FALSE,0.284,0,0
LN-101484,136584.0,24,20.35,57,32756.16611,FALSE,FALSE,0.394,0,0
LN-101048,32111.44672,24,11.36,36,37441.23142,N,N,0.399,0,0
LN-101135,143772.1613,18,13.86,53,42707.15736,No,No,0.328,0,0
LN-102347,158018.0,36,16.26,30,22804.12929,N,N,0.422,0,0
LN-100378,214933.2282,48,15.04,29,33645.82941,No,FALSE,0.14,0,0
LN-100063,121300.0,36,18.06,49,15234.70352,N,FALSE,0.263,0,0
LN-102047,46508.84708,36,14.77,61,34247.55404,FALSE,No,0.177,0,0
LN-102256,123862.8627,36,8.82,40,43939.57717,0,FALSE,0.207,0,0
LN-100698,118931.646,36,10.21,36,45663.6534,FALSE,N,0.385,0,0
LN-101704,38746.82572,48,15.34,47,80220.61285,FALSE,FALSE,0.487,0,0
LN-101192,126171.0,36,13.87,28,30427.03809,N,N,0.534,0,0
LN-102123,78538.1025,48,12.64,-1,26357.04189,N,No,0.425,0,0
LN-100294,120053.8402,12,16.69,41,26407.74874,FALSE,N,0.234,0,0
LN-102337,54715.50631,24,13.47,28,59479.04125,N,FALSE,0.366,0,0
LN-101317,97875.23897,48,13.71,22,35414.23703,No,No,0.344,0,0
LN-101329,116571.3569,12,10.7,52,39872.05539,N,N,0.158,0,0
LN-100885,71019.0,36,10.56,49,59411.86716,FALSE,TRUE,0.66,0,1
LN-101696,80081.53142,48,17.62,38,29175.31918,0,FALSE,0.419,0,0
LN-101398,78208.66247,12,20.87,22,19016.18662,FALSE,FALSE,0.397,0,0
LN-101042,135941.3582,12,13.11,61,17359.37862,0,0,0.374,0,0
LN-100315,81436.92494,12,15.38,48,28187.16893,FALSE,Y,0.673,0,1
LN-100528,53533.22166,36,13.61,53,42001.17094,N,FALSE,0.135,0,0
LN-101432,134956.3235,36,9.88,35,not disclosed,FALSE,No,0.207,0,0
LN-100871,212099.0,6,14.42,21,21912.13984,FALSE,N,0.398,0,0
LN-100130,111596.0,18,13.92,45,61260.46956,FALSE,N,0.249,0,0
LN-101275,48062.0,24,9.7,56,not disclosed,0,No,0.294,0,0
LN-101576,90678.89344,24,13.62,52,29273.4776,FALSE,FALSE,0.409,0,0
LN-100189,52482.81404,24,17.5,39,35756.85525,FALSE,No,0.313,0,0
LN-100027,116970.0171,24,19.99,33,68792.39608,N,0,0.254,0,0
LN-101002,102218.0,24,16.54,56,36086.44761,No,N,0.387,0,0
LN-100649,60431.99567,12,18.41,51,27235.44866,0,0,0.399,0,0
LN-101336,42190.80388,36,10.22,43,33417.90576,No,0,0.114,0,0
LN-101906,34521.86492,12,11.63,22,37661.16925,TRUE,0,0.538,1,0
LN-101705,116755.0,18,14.21,37,26493.99282,FALSE,FALSE,0.139,0,0
LN-100830,85724.40105,36,16.65,50,19095.03407,0,FALSE,0.363,0,0
LN-101591,46411.84726,12,14.74,49,34677.1822,0,FALSE,0.184,0,0
LN-101235,63055.53846,18,13.81,24,,FALSE,0,0.154,0,0
LN-102159,119703.2693,12,17.83,32,-1,N,FALSE,0.34,0,0
LN-101162,143897.0,18,16.43,41,,FALSE,No,0.404,0,0
LN-100321,71591.0,12,16.31,47,25100.60813,N,No,0.235,0,0
LN-102110,110484.6074,24,12.47,44,20259.83318,FALSE,0,0.306,0,0
LN-101621,59099.21461,18,12.48,27,31691.56615,0,N,0.121,0,0
LN-102386,142928.1653,6,11.12,53,22993.9495,FALSE,0,0.35,0,0
LN-100266,90934.0355,24,15.86,46,43665.3642,FALSE,FALSE,0.29,0,0
LN-102368,63199.77664,18,17.02,27,61133.89964,0,0,0.33,0,0
LN-100585,90095.0,12,9.26,37,23241.15999,FALSE,FALSE,0.259,0,0
LN-100837,68476.87263,6,16.49,27,43740.62056,FALSE,FALSE,0.298,0,0
LN-100710,48488.0,6,17.14,47,12152.46776,FALSE,N,0.296,0,0
LN-101651,53343.0,36,15.87,58,18650.81663,Yes,TRUE,0.914,1,1
LN-101933,142228.0942,36,9.93,23,18581.76073,0,N,0.365,0,0
LN-100226,90341.11469,6,14.11,64,-1,FALSE,No,0.378,0,0
LN-100075,88639.0,18,11.64,not disclosed,25568.34486,N,0,0.465,0,0
LN-102030,73536.14087,12,17.2,57,57165.06029,0,0,0.353,0,0
LN-102004,136074.7495,18,14.09,not disclosed,60065.05375,FALSE,0,0.488,0,0
LN-102336,116537.8922,18,8.0,41,27053.3666,FALSE,0,0.426,0,0
LN-101920,82791.69612,48,15.55,50,39442.52777,FALSE,FALSE,0.552,0,0
LN-100816,66061.0,6,17.75,61,41532.50164,FALSE,FALSE,0.502,0,0
LN-100219,56916.0,12,12.93,61,45301.35316,No,FALSE,0.176,0,0
LN-101307,103438.664,6,9.27,37,27180.16621,FALSE,N,0.227,0,0
LN-100957,194964.5078,48,14.03,54,16976.258,No,0,0.43,0,0
LN-100302,76241.73012,12,18.45,43,26441.75,No,FALSE,0.422,0,0
LN-100571,62843.40326,12,13.5,28,67992.46283,0,N,0.275,0,0
LN-100630,71286.31298,6,15.54,37,37147.73891,TRUE,1,0.626,1,1
LN-101822,65532.25906,18,16.65,57,36920.16968,FALSE,No,0.311,0,0
LN-102309,102334.0,12,13.73,43,18031.61577,FALSE,N,0.274,0,0
LN-101962,57059.98956,18,14.1,64,37860.93502,FALSE,Yes,0.635,0,1
LN-102234,59547.92837,18,16.4,50,27956.90699,FALSE,No,0.167,0,0
LN-101505,87475.04723,12,15.36,38,26603.63366,No,N,0.295,0,0
LN-101940,156771.7259,12,17.81,37,9871.6023,FALSE,FALSE,0.356,0,0
LN-101134,192096.0739,18,12.11,45,17706.5731,No,No,0.407,0,0
LN-100923,90819.53512,18,17.35,26,33361.42147,FALSE,0,0.486,0,0
LN-101676,59180.0,36,13.08,23,22854.37173,No,FALSE,0.105,0,0
LN-100059,67947.56929,24,12.28,62,30242.14864,No,FALSE,0.295,0,0
LN-101502,62181.67864,18,14.81,31,43667.67593,No,N,0.433,0,0
LN-101139,54677.84465,18,18.84,53,34018.2266,N,N,0.48,0,0
LN-100023,194717.8781,6,13.83,23,41002.43414,0,N,0.311,0,0
LN-101841,70146.48398,18,12.94,42,72361.02587,N,FALSE,0.501,0,0
LN-100683,48577.03385,12,12.33,27,40996.10926,N,FALSE,0.353,0,0
LN-101015,88377.30348,12,17.36,30,44696.40502,TRUE,Y,0.631,1,1
LN-100346,234345.0,12,12.68,33,29725.89552,0,FALSE,0.428,0,0
LN-102358,61646.68844,18,10.5,not disclosed,34535.30165,TRUE,FALSE,0.483,1,0
LN-100008,47960.0,12,9.37,27,55564.90203,1,No,0.59,1,0
LN-102363,34078.79201,6,18.87,46,24497.12086,N,FALSE,0.53,0,0
LN-100228,40181.30559,18,9.57,54,23054.96424,N,0,0.135,0,0
LN-100489,79919.0,18,14.56,64,13961.35061,FALSE,No,0.258,0,0
LN-100829,45777.08946,12,11.17,53,23132.18681,No,No,0.222,0,0
LN-101581,151566.0152,18,9.26,43,18001.80172,0,No,0.467,0,0
LN-100449,95553.0,18,16.56,44,29556.50879,N,0,0.576,0,0
LN-101887,73810.44115,18,14.32,26,24113.57536,FALSE,No,0.424,0,0
LN-100015,61513.97842,12,12.76,23,39150.00298,No,N,0.276,0,0
LN-102244,66379.05847,6,12.46,52,43514.96799,0,No,0.583,0,0
LN-101815,60505.33773,24,17.76,49,35323.37238,FALSE,FALSE,0.409,0,0
LN-100823,207243.0,24,17.85,57,not disclosed,FALSE,FALSE,0.379,0,0
LN-101113,214764.923,48,15.3,53,24347.56508,No,No,0.335,0,0
LN-102193,43063.37135,18,18.96,26,49411.26399,N,0,0.333,0,0
LN-101487,182754.0,18,18.51,54,24133.62966,N,FALSE,0.315,0,0
LN-101476,85738.04525,24,8.81,25,31353.4634,FALSE,N,0.156,0,0
LN-101629,108445.8184,24,15.19,55,31984.52518,N,0,0.346,0,0
LN-102359,47245.0,12,15.04,37,26233.36201,FALSE,0,0.391,0,0
LN-100442,107407.5869,48,13.88,31,12452.13257,No,N,0.136,0,0
