store_id,store_name,region,date,transactions,revenue,avg_basket_value,discount_pct,footfall,stockout_flag
ST-10,MAGNOLIA SQUARE,SOUTH,2026-04-06,52.0,5344.68,109.6,15.86972946,446,False
ST-07,SUNSET BOULEVARD,SOUTH,2026-03-28,32.0,4501.0,153.64,34.40805451,553,False
ST-04,SILVERLINE MALL,NORTH,2026-05-25,48.0,4474.17,101.91,23.54055106,648,False
ST-15,PINECREST MALL,WEST,2026-04-27,25.0,4065.64,170.91,12.1962654,292,True
ST-03,MAPLE JUNCTION,NORTH,2026-03-30,48.0,7295.59,149.93,33.06859678,493,True
ST-02,HARBOR POINT,NORTH,2026-04-20,14.0,11161.43,810.07,15.06941113,654,False
ST-13,HIGHLAND COURT,WEST,2026-05-25,61.0,4077.0,68.87,20.84368661,551,True
ST-13,HIGHLAND COURT,WEST,2026-05-03,83.0,6360.28,84.11,14.41558162,666,False
ST-09,CORAL BAY OUTLET,SOUTH,2026-04-05,51.0,6570.0,140.5,11.626244,698,False
ST-16,REDWOOD STATION,WEST,2026-05-26,55.0,5151.8,86.86,35.58291067,656,False
ST-09,CORAL BAY OUTLET,SOUTH,2026-05-18,42.0,6272.79,163.19,9.153734446,568,False
ST-12,BAYFRONT COMMONS,SOUTH,2026-03-04,78.0,11914.65,152.84,15.019375,535,False
ST-12,BAYFRONT COMMONS,SOUTH,2026-04-14,43.0,12951.11,280.09,27.63740138,357,False
ST-07,SUNSET BOULEVARD,SOUTH,2026-04-15,61.0,8601.0,138.29,0.0,325,False
ST-10,MAGNOLIA SQUARE,SOUTH,2026-03-27,45.0,3646.09,88.98,35.99580189,588,False
ST-01,RIVERSIDE PLAZA,NORTH,2026-03-11,47.0,3992.54,85.2,10.23860362,416,False
ST-10,MAGNOLIA SQUARE,SOUTH,2026-03-29,51.0,3082.0,60.52,17.19109598,539,False
ST-04,SILVERLINE MALL,NORTH,2026-03-13,66.0,2283.14,37.06,29.1437457,714,False
ST-04,SILVERLINE MALL,NORTH,2026-03-22,46.0,7320.16,145.57,0.430148704,546,False
ST-15,PINECREST MALL,WEST,2026-04-30,57.0,3671.07,64.35,21.3213808,578,False
ST-07,SUNSET BOULEVARD,SOUTH,2026-04-12,70.0,5052.99,75.93,10.55888862,796,False
ST-02,HARBOR POINT,NORTH,2026-04-09,61.0,7161.37,129.0,30.80362873,558,True
ST-04,SILVERLINE MALL,NORTH,2026-04-23,56.0,4183.0,81.44,17.11403869,621,False
ST-13,HIGHLAND COURT,WEST,2026-05-09,49.0,4709.93,100.61,2.914240405,739,False
ST-07,SUNSET BOULEVARD,SOUTH,2026-05-26,72.0,5723.63,81.65,24.05971854,753,False
ST-08,PALM TERRACE,SOUTH,2026-03-31,59.0,4899.92,90.86,37.90696588,769,False
ST-15,PINECREST MALL,WEST,2026-05-22,80.0,2997.92,40.52,21.03645486,601,True
ST-07,SUNSET BOULEVARD,SOUTH,2026-04-21,43.0,6560.585,90.88,15.26235096,494,True
ST-15,PINECREST MALL,WEST,2026-04-12,36.0,3360.73,90.33,31.06107846,693,False
ST-11,WILLOW CREEK,SOUTH,2026-03-06,78.0,3863.54,52.96,0.3488381689,532,False
ST-02,HARBOR POINT,NORTH,2026-08-05,63.0,3092.43,44.99,19.86259589,477,False
ST-08,PALM TERRACE,SOUTH,2026-04-08,75.0,6721.42,96.2,23.57246799,523,False
ST-06,CEDAR CROSSING,NORTH,2026-05-06,55.0,4021.11,79.6,32.10030117,529,False
ST-15,PINECREST MALL,WEST,2026-03-05,76.0,3160.63,42.66,9.168534423,574,False
ST-03,MAPLE JUNCTION,NORTH,2026-03-16,65.0,4325.88,67.3,13.82147967,335,False
ST-15,PINECREST MALL,WEST,2026-05-20,87.0,2750.7,29.06,13.22760485,839,False
ST-07,SUNSET BOULEVARD,SOUTH,2026-04-20,41.0,3644.76,80.81,7.663449399,743,False
ST-05,EASTGATE CENTER,NORTH,2026-04-20,71.0,4749.39,64.73,4.232830108,455,False
ST-02,HARBOR POINT,NORTH,2026-07-03,50.0,7097.09,153.67,5.602216188,504,False
ST-08,PALM TERRACE,SOUTH,2026-04-18,64.0,4795.29,74.54,2.020174608,564,False
ST-17,SUMMIT CORNER,WEST,2026-04-14,44.0,2957.49,71.8,15.98650611,468,False
ST-02,HARBOR POINT,NORTH,2026-05-06,62.0,7774.0,123.06,37.70018477,718,True
ST-05,EASTGATE CENTER,NORTH,2026-04-29,54.0,1858.7,32.19,23.05556561,609,False
ST-09,CORAL BAY OUTLET,SOUTH,2026-03-22,42.0,7714.3,181.79,26.73921591,668,False
ST-06,CEDAR CROSSING,NORTH,2026-03-28,55.0,3646.82,62.24,0.0,684,False
ST-11,WILLOW CREEK,SOUTH,2026-03-27,66.0,12651.57,206.98,33.22329013,766,False
ST-09,CORAL BAY OUTLET,SOUTH,2026-04-06,51.0,14917.47,285.29,25.14244684,556,False
ST-12,BAYFRONT COMMONS,SOUTH,2026-05-08,52.0,4265.69,77.92,19.97083317,401,False
ST-05,EASTGATE CENTER,NORTH,2026-05-27,76.0,4396.57,54.22,39.70607178,454,False
ST-13,HIGHLAND COURT,WEST,2026-04-18,41.0,2559.48,67.39,4.417020437,595,False
ST-02,HARBOR POINT,NORTH,2026-05-28,66.0,3730.33,57.56,10.28601896,389,False
ST-05,EASTGATE CENTER,NORTH,2026-03-31,33.0,4875.53,145.49,9.872515625,462,True
ST-07,SUNSET BOULEVARD,SOUTH,2026-04-08,62.0,8229.94,132.56,19.38917019,641,True
ST-16,REDWOOD STATION,WEST,2026-04-15,62.0,5151.8,81.86,16.42818465,371,False
ST-09,CORAL BAY OUTLET,SOUTH,2026-03-24,57.0,9848.74,158.72,20.60942726,641,False
ST-15,PINECREST MALL,WEST,2026-05-21,68.0,3434.72,53.29,26.55148488,697,False
ST-11,WILLOW CREEK,SOUTH,2026-05-28,40.0,4711.58,117.57,11.97653703,734,False
ST-12,BAYFRONT COMMONS,SOUTH,2026-03-12,53.0,4599.22,78.22,27.94551755,535,True
ST-09,CORAL BAY OUTLET,SOUTH,2026-03-17,51.0,3738.85,73.54,28.37657018,585,True
ST-13,HIGHLAND COURT,WEST,2026-04-07,68.0,4432.33,67.85,27.00526824,724,False
ST-14,GOLDEN VALLEY,WEST,2026-03-05,74.0,7031.01,103.92,12.36599111,714,False
ST-11,WILLOW CREEK,SOUTH,2026-05-03,51.0,9608.74,173.63,23.92220701,798,True
ST-11,WILLOW CREEK,SOUTH,2026-03-24,72.0,8959.7,126.07,9.273387073,580,False
ST-12,BAYFRONT COMMONS,SOUTH,2026-03-16,49.0,8200.53,155.93,31.83624592,498,False
ST-04,SILVERLINE MALL,NORTH,2026-03-25,64.0,5988.56,100.04,4.362172259,875,False
ST-07,SUNSET BOULEVARD,SOUTH,2026-05-28,53.0,11076.47,218.41,6.860269522,760,False
ST-18,ASHBROOK PLAZA,WEST,2026-03-13,46.0,1780.11,35.7,26.46225851,412,True
ST-01,RIVERSIDE PLAZA,NORTH,2026-05-28,65.0,6180.24,89.92,28.87627118,469,False
ST-01,RIVERSIDE PLAZA,NORTH,2026-04-11,68.0,4164.25,60.26,38.36837091,587,False
ST-18,ASHBROOK PLAZA,WEST,2026-04-09,50.0,2332.19,44.8,17.7508394,547,True
ST-02,HARBOR POINT,NORTH,2026-04-11,52.0,8447.75,171.71,38.70372104,726,False
ST-08,PALM TERRACE,SOUTH,2026-04-19,46.0,3210.75,67.28,38.33628057,575,False
ST-08,PALM TERRACE,SOUTH,2026-04-09,47.0,2523.9,56.92,18.00484787,560,False
ST-09,CORAL BAY OUTLET,SOUTH,2026-04-17,68.0,7240.41,101.02,34.41201614,400,False
ST-17,SUMMIT CORNER,WEST,2026-05-04,40.0,3956.43,99.1,28.74928531,765,False
ST-09,CORAL BAY OUTLET,SOUTH,2026-05-28,42.0,6178.39,148.18,15.42565647,463,False
ST-02,HARBOR POINT,NORTH,2026-05-14,38.0,5330.25,126.32,11.95036282,672,False
ST-04,SILVERLINE MALL,NORTH,2026-03-21,70.0,5929.88,85.6,28.58208393,663,False
ST-18,ASHBROOK PLAZA,WEST,2026-03-08,57.0,1780.82,29.33,12.53881615,713,True
ST-08,PALM TERRACE,SOUTH,2026-05-24,55.0,4862.57,84.02,14.70936486,718,True
ST-04,SILVERLINE MALL,NORTH,2026-05-18,18.0,3702.35,194.31,1.502232937,703,False
ST-07,SUNSET BOULEVARD,SOUTH,2026-04-01,35.0,9119.79,272.0,38.64724792,429,False
ST-16,REDWOOD STATION,WEST,2026-04-04,60.0,4715.0,72.25,0.8825315066,840,True
ST-18,ASHBROOK PLAZA,WEST,2026-03-01,83.0,3957.01,46.65,22.30471544,426,False
ST-09,CORAL BAY OUTLET,SOUTH,2026-05-22,56.0,9427.05,157.4,11.85939406,706,False
ST-14,GOLDEN VALLEY,WEST,2026-04-17,72.0,5399.77,59.92,38.75221259,731,False
ST-15,PINECREST MALL,WEST,2026-03-29,76.0,3517.85,49.14,28.82813711,658,False
ST-10,MAGNOLIA SQUARE,SOUTH,2026-11-03,59.0,9294.16,161.03,22.10204087,915,True
ST-06,CEDAR CROSSING,NORTH,2026-03-09,63.0,6309.21,105.0,26.71692922,492,False
ST-05,EASTGATE CENTER,NORTH,2026-03-16,43.0,5383.73,115.52,19.42169635,478,False
ST-04,SILVERLINE MALL,NORTH,2026-05-03,50.0,4189.16,78.73,38.18271387,553,False
ST-17,SUMMIT CORNER,WEST,2026-05-13,37.0,8846.24,226.48,11.18359798,460,False
ST-16,REDWOOD STATION,WEST,2026-05-22,48.0,4137.36,80.1,25.61549517,645,False
ST-14,GOLDEN VALLEY,WEST,2026-03-13,81.0,5450.22,61.92,0.07954965801,923,True
ST-10,MAGNOLIA SQUARE,SOUTH,2026-05-11,48.0,5380.3,104.52,25.80723598,591,False
ST-10,MAGNOLIA SQUARE,SOUTH,2026-04-25,72.0,3511.95,53.0,36.22327319,971,False
ST-17,SUMMIT CORNER,WEST,2026-05-06,40.0,4673.57,114.42,22.1942134,509,True
ST-18,ASHBROOK PLAZA,WEST,2026-11-04,54.0,1801.0,31.67,37.2351663,433,True
ST-04,SILVERLINE MALL,NORTH,2026-04-28,71.0,2019.68,27.6,0.0,844,True
ST-11,WILLOW CREEK,SOUTH,2026-03-07,63.0,4881.27,82.88,33.85980247,867,False
ST-04,SILVERLINE MALL,NORTH,2026-04-18,80.0,2659.11,31.93,39.44645296,626,False
ST-14,GOLDEN VALLEY,WEST,2026-05-15,68.0,3501.66,46.51,39.75555542,623,False
ST-13,HIGHLAND COURT,WEST,2026-03-21,44.0,6924.33,146.79,27.18521825,630,False
ST-18,ASHBROOK PLAZA,WEST,2026-03-18,71.0,2176.76,29.39,1.311106564,573,True
ST-02,HARBOR POINT,NORTH,2026-05-17,42.0,5279.7,116.08,4.132914308,626,False
ST-01,RIVERSIDE PLAZA,NORTH,2026-03-13,46.0,4743.71,93.1,9.1862412,592,False
ST-02,HARBOR POINT,NORTH,2026-05-21,66.0,9837.12,141.07,2.568354063,513,False
ST-08,PALM TERRACE,SOUTH,2026-03-20,75.0,6661.05,87.44,23.42328054,449,True
ST-03,MAPLE JUNCTION,NORTH,2026-05-20,78.0,12347.36,159.91,24.74160946,659,True
ST-17,SUMMIT CORNER,WEST,2026-03-08,47.0,5182.57,108.24,13.80179777,608,False
ST-11,WILLOW CREEK,SOUTH,2026-04-02,64.0,13452.67,198.18,23.46391646,781,False
ST-02,HARBOR POINT,NORTH,2026-04-18,39.0,6069.06,141.4,0.1942935111,701,False
ST-07,SUNSET BOULEVARD,SOUTH,2026-03-10,91.0,4378.79,44.8,22.70658826,717,False
ST-08,PALM TERRACE,SOUTH,2026-05-22,79.0,4922.28,56.66,18.13421245,553,False
ST-14,GOLDEN VALLEY,WEST,2026-05-12,39.0,11487.67,294.27,13.95049863,692,True
ST-18,ASHBROOK PLAZA,WEST,2026-03-09,46.0,1785.47,36.8,2.550315638,575,True
ST-07,SUNSET BOULEVARD,SOUTH,2026-03-19,72.0,8140.53,105.17,28.57812944,897,True
ST-02,HARBOR POINT,NORTH,2026-04-19,68.0,3710.0,52.94,11.49892074,531,True
ST-16,REDWOOD STATION,WEST,2026-05-05,67.0,8684.71,124.49,6.249892671,676,False
ST-06,CEDAR CROSSING,NORTH,2026-05-21,54.0,12522.55,250.28,15.3676004,608,False
ST-03,MAPLE JUNCTION,NORTH,2026-04-14,50.0,5345.69,113.75,31.974183,586,True
ST-08,PALM TERRACE,SOUTH,2026-04-22,79.0,3811.34,46.81,13.39606762,470,False
ST-05,EASTGATE CENTER,NORTH,2026-04-19,96.0,2949.51,32.4,7.60163554,531,False
ST-04,SILVERLINE MALL,NORTH,2026-04-25,29.0,2868.49,102.63,1.633423894,529,False
ST-13,HIGHLAND COURT,WEST,2026-05-16,53.0,5557.65,102.82,33.37974317,824,True
ST-04,SILVERLINE MALL,NORTH,2026-03-30,36.0,3718.4,93.6,24.84932713,905,False
ST-12,BAYFRONT COMMONS,SOUTH,2026-04-10,38.0,5537.56,159.95,0.0,536,False
ST-10,MAGNOLIA SQUARE,SOUTH,2026-04-19,47.0,4884.34,104.72,36.56033076,674,True
ST-09,CORAL BAY OUTLET,SOUTH,2026-05-01,56.0,7314.26,136.67,23.34346442,575,False
ST-17,SUMMIT CORNER,WEST,2026-07-05,90.0,3012.11,34.31,28.17373029,497,False
ST-03,MAPLE JUNCTION,NORTH,2026-03-14,50.0,3923.63,83.03,23.60853097,565,False
ST-05,EASTGATE CENTER,NORTH,2026-05-20,54.0,2809.32,50.93,15.47291382,484,False
ST-07,SUNSET BOULEVARD,SOUTH,2026-03-04,62.0,3963.0,60.73,32.29555956,458,False
ST-06,CEDAR CROSSING,NORTH,2026-04-23,66.0,5755.55,81.97,21.01834608,605,False
ST-07,SUNSET BOULEVARD,SOUTH,2026-05-05,37.0,6560.585,278.8,13.2855786,666,True
ST-14,GOLDEN VALLEY,WEST,2026-03-23,35.0,5887.13,167.5,5.394290752,362,False
ST-18,ASHBROOK PLAZA,WEST,2026-03-27,54.0,3064.25,53.97,26.66677468,478,False
ST-01,RIVERSIDE PLAZA,NORTH,2026-03-04,61.0,7306.75,118.8,22.74964784,745,False
ST-13,HIGHLAND COURT,WEST,2026-03-23,57.0,5866.06,95.28,8.22422107,327,False
ST-06,CEDAR CROSSING,NORTH,2026-03-18,63.0,6388.58,98.39,37.68270935,596,True
ST-04,SILVERLINE MALL,NORTH,2026-04-21,45.0,1819.62,38.39,6.433054492,517,False
ST-01,RIVERSIDE PLAZA,NORTH,2026-03-06,54.0,3496.49,64.76,6.092484109,536,False
ST-03,MAPLE JUNCTION,NORTH,2026-04-12,80.0,10960.97,139.76,3.690305637,485,True
ST-07,SUNSET BOULEVARD,SOUTH,2026-03-08,52.0,12709.04,230.1,0.9824557964,530,False
ST-12,BAYFRONT COMMONS,SOUTH,2026-05-04,62.0,5631.95,86.17,18.20881022,735,False
ST-01,RIVERSIDE PLAZA,NORTH,2026-04-09,60.0,4286.76,77.1,26.86451235,982,False
ST-07,SUNSET BOULEVARD,SOUTH,2026-03-03,84.0,3976.22,44.93,0.0,807,False
ST-03,MAPLE JUNCTION,NORTH,2026-02-05,60.0,7912.51,123.79,12.59513913,659,False
ST-02,HARBOR POINT,NORTH,2026-04-16,53.0,8058.3,153.93,5.062551685,377,False
ST-16,REDWOOD STATION,WEST,2026-05-18,52.0,3838.25,77.74,14.01442184,705,False
ST-15,PINECREST MALL,WEST,2026-03-21,76.0,4015.19,56.49,16.15194036,248,False
ST-08,PALM TERRACE,SOUTH,2026-05-10,68.0,3242.29,46.21,19.82259195,417,False
ST-11,WILLOW CREEK,SOUTH,2026-03-05,47.0,4178.26,95.38,1.262622023,580,False
ST-09,CORAL BAY OUTLET,SOUTH,2026-05-06,86.0,3986.38,42.4,5.982240784,547,False
ST-13,HIGHLAND COURT,WEST,2026-05-11,76.0,5322.46,64.71,14.48096585,468,False
ST-10,MAGNOLIA SQUARE,SOUTH,2026-05-09,44.0,4944.61,120.68,22.37099409,804,True
ST-17,SUMMIT CORNER,WEST,2026-04-11,51.0,4792.0,94.23,39.83068061,458,False
ST-07,SUNSET BOULEVARD,SOUTH,2026-04-11,47.0,6164.59,131.1,17.14588014,468,False
ST-18,ASHBROOK PLAZA,WEST,2026-05-10,42.0,5135.14,116.62,9.567822404,441,False
ST-08,PALM TERRACE,SOUTH,2026-04-01,52.0,4437.67,92.39,16.00352663,773,True
ST-11,WILLOW CREEK,SOUTH,2026-03-22,77.0,11092.03,133.19,8.034037824,477,False
ST-17,SUMMIT CORNER,WEST,2026-05-05,47.0,4809.89,99.02,21.08022193,581,False
ST-05,EASTGATE CENTER,NORTH,2026-03-17,71.0,8330.24,109.75,1.488241529,748,False
ST-04,SILVERLINE MALL,NORTH,2026-04-14,48.0,8760.0,180.63,15.00454612,946,False
ST-05,EASTGATE CENTER,NORTH,2026-05-22,41.0,4241.0,111.25,2.177617096,868,False
ST-04,SILVERLINE MALL,NORTH,2026-04-19,70.0,3365.4,45.79,3.70235755,499,True
ST-11,WILLOW CREEK,SOUTH,2026-04-14,67.0,5206.59,80.04,16.38070652,658,True
ST-18,ASHBROOK PLAZA,WEST,2026-04-05,61.0,2024.6,35.72,22.19935169,506,False
ST-11,WILLOW CREEK,SOUTH,2026-04-06,33.0,13156.0,414.53,15.11212535,566,False
ST-14,GOLDEN VALLEY,WEST,2026-04-21,66.0,3260.0,51.48,0.08471292561,464,False
ST-05,EASTGATE CENTER,NORTH,2026-05-04,83.0,3295.87,36.42,9.280998152,773,True
ST-07,SUNSET BOULEVARD,SOUTH,2026-03-14,75.0,5996.48,78.37,39.35287365,846,True
ST-07,SUNSET BOULEVARD,SOUTH,2026-04-24,78.0,9570.67,122.71,6.125474108,433,False
ST-05,EASTGATE CENTER,NORTH,2026-09-03,38.0,3463.33,84.38,14.70855219,618,False
ST-09,CORAL BAY OUTLET,SOUTH,2026-07-04,79.0,7091.83,98.57,18.55473034,859,False
ST-10,MAGNOLIA SQUARE,SOUTH,2026-05-29,65.0,2877.61,47.83,1.076366049,697,False
ST-15,PINECREST MALL,WEST,2026-04-25,71.0,3098.89,43.11,19.57066732,910,True
ST-13,HIGHLAND COURT,WEST,2026-04-21,51.0,5043.15,76.92,38.22844391,683,False
ST-03,MAPLE JUNCTION,NORTH,2026-04-17,62.0,3676.04,62.76,19.65214131,309,True
ST-11,WILLOW CREEK,SOUTH,2026-04-20,75.0,8752.46,118.59,15.79973836,806,False
ST-12,BAYFRONT COMMONS,SOUTH,2026-05-28,49.0,6304.04,128.45,19.94752586,589,False
ST-12,BAYFRONT COMMONS,SOUTH,2026-05-17,51.0,12582.72,249.82,8.932282588,657,False
ST-01,RIVERSIDE PLAZA,NORTH,2026-05-06,53.0,4165.14,83.26,33.56695465,565,False
ST-07,SUNSET BOULEVARD,SOUTH,2026-04-09,58.0,21655.0,387.92,25.32382531,597,False
ST-01,RIVERSIDE PLAZA,NORTH,2026-03-25,35.0,6809.82,179.41,39.88138631,705,False
ST-03,MAPLE JUNCTION,NORTH,2026-04-01,58.0,4009.41,71.64,11.12296159,810,True
ST-14,GOLDEN VALLEY,WEST,2026-05-21,87.0,3591.29,37.8,10.48723943,647,False
ST-11,WILLOW CREEK,SOUTH,2026-03-15,37.0,7725.34,228.75,18.55004381,553,True
ST-06,CEDAR CROSSING,NORTH,2026-05-26,54.0,3402.9,66.59,13.77910814,780,False
ST-10,MAGNOLIA SQUARE,SOUTH,2026-03-23,64.0,4967.52,73.93,32.25233997,716,True
ST-18,ASHBROOK PLAZA,WEST,2026-05-18,76.0,4275.4,59.2,28.69544127,520,False
ST-01,RIVERSIDE PLAZA,NORTH,2026-05-25,35.0,6578.92,202.97,38.87215275,575,False
ST-17,SUMMIT CORNER,WEST,2026-03-25,68.0,10717.89,150.8,9.724646577,474,False
ST-04,SILVERLINE MALL,NORTH,2026-03-03,48.0,2639.68,58.0,34.02247774,495,False
ST-12,BAYFRONT COMMONS,SOUTH,2026-04-30,84.0,6825.38,78.51,11.22480863,665,False
ST-11,WILLOW CREEK,SOUTH,2026-03-18,57.0,5436.78,86.59,36.500263,699,False
ST-17,SUMMIT CORNER,WEST,2026-03-03,54.0,9475.0,158.73,9.613601807,782,True
ST-17,SUMMIT CORNER,WEST,2026-03-27,74.0,4521.53,65.38,20.2685639,487,False
ST-08,PALM TERRACE,SOUTH,2026-03-01,56.0,3662.0,59.32,31.20961058,603,False
ST-13,HIGHLAND COURT,WEST,2026-04-02,61.0,2703.05,42.25,3.496122987,622,False
ST-17,SUMMIT CORNER,WEST,2026-05-17,67.0,5387.21,72.91,11.75372451,554,True
ST-13,HIGHLAND COURT,WEST,2026-04-01,75.0,5804.37,71.77,37.24084094,695,True
ST-06,CEDAR CROSSING,NORTH,2026-04-25,35.0,6087.0,176.78,17.1752608,856,True
ST-04,SILVERLINE MALL,NORTH,2026-04-03,59.0,4604.02,75.94,1.946698194,455,False
ST-10,MAGNOLIA SQUARE,SOUTH,2026-03-30,74.0,4022.09,56.45,35.71883596,540,True
ST-14,GOLDEN VALLEY,WEST,2026-03-03,46.0,4786.05,108.38,12.04047253,750,False
ST-05,EASTGATE CENTER,NORTH,2026-03-03,67.0,2332.46,36.78,0.0,603,False
ST-15,PINECREST MALL,WEST,2026-04-23,27.0,4274.7,165.65,31.22586334,900,False
ST-07,SUNSET BOULEVARD,SOUTH,2026-05-22,82.0,7344.56,95.07,21.03956471,589,False
ST-01,RIVERSIDE PLAZA,NORTH,2026-03-03,69.0,5223.3,78.27,17.48607675,500,False
ST-01,RIVERSIDE PLAZA,NORTH,2026-03-07,65.0,4746.25,76.19,17.97446009,726,False
ST-04,SILVERLINE MALL,NORTH,2026-04-11,43.0,2362.0,53.45,29.85127251,599,False
ST-13,HIGHLAND COURT,WEST,2026-03-18,60.0,6431.0,101.54,26.87382327,314,True
ST-10,MAGNOLIA SQUARE,SOUTH,2026-05-19,90.0,6073.0,63.32,12.782689,455,False
ST-08,PALM TERRACE,SOUTH,2026-04-05,39.0,3574.39,98.03,38.58640926,876,False
ST-05,EASTGATE CENTER,NORTH,2026-03-05,56.0,7899.46,127.11,31.1701245,620,True
ST-18,ASHBROOK PLAZA,WEST,2026-05-13,37.0,2565.56,73.18,6.83927659,621,False
ST-03,MAPLE JUNCTION,NORTH,2026-04-05,63.0,5098.13,78.05,15.48068462,761,True
ST-17,SUMMIT CORNER,WEST,2026-03-11,88.0,6168.23,64.08,25.70809621,625,False
ST-01,RIVERSIDE PLAZA,NORTH,2026-03-28,85.0,6704.04,84.93,28.3831314,439,False
ST-13,HIGHLAND COURT,WEST,2026-05-24,43.0,2829.65,71.91,0.0,421,False
ST-13,HIGHLAND COURT,WEST,2026-04-15,60.0,3628.72,62.53,0.6887557263,461,True
ST-17,SUMMIT CORNER,WEST,2026-04-18,56.0,3349.83,62.51,10.43088215,633,True
ST-09,CORAL BAY OUTLET,SOUTH,2026-05-07,50.0,4286.62,90.56,33.09515418,649,False
ST-08,PALM TERRACE,SOUTH,2026-03-09,66.0,2224.18,34.43,38.88215195,526,False
ST-11,WILLOW CREEK,SOUTH,2026-03-11,83.0,6159.44,67.76,36.95619695,774,False
ST-08,PALM TERRACE,SOUTH,2026-05-28,72.0,2062.06,29.6,39.33071893,672,True
ST-08,PALM TERRACE,SOUTH,2026-05-01,53.0,2503.72,45.74,1.555519587,695,False
ST-12,BAYFRONT COMMONS,SOUTH,2026-03-21,68.0,14711.34,200.94,19.67698101,653,True
ST-07,SUNSET BOULEVARD,SOUTH,2026-05-24,94.0,6412.7,71.53,18.86541348,448,True
ST-12,BAYFRONT COMMONS,SOUTH,2026-03-10,33.0,5807.61,183.31,11.69806602,514,False
ST-03,MAPLE JUNCTION,NORTH,2026-05-16,47.0,4809.78,93.55,1.219236365,398,False
ST-01,RIVERSIDE PLAZA,NORTH,2026-03-26,49.0,6037.67,127.07,0.0,724,False
ST-04,SILVERLINE MALL,NORTH,2026-05-06,67.0,2219.15,36.32,27.06954518,624,False
ST-07,SUNSET BOULEVARD,SOUTH,2026-02-04,55.0,6209.24,105.24,3.074969787,811,False
ST-01,RIVERSIDE PLAZA,NORTH,2026-04-17,60.0,4052.68,65.67,32.52637383,787,False
ST-02,HARBOR POINT,NORTH,2026-03-17,39.0,3344.85,78.46,5.301683238,605,False
ST-04,SILVERLINE MALL,NORTH,2026-05-19,60.0,2253.38,38.99,5.298055926,625,True
ST-01,RIVERSIDE PLAZA,NORTH,2026-04-25,63.0,3501.55,51.55,12.17866106,475,True
ST-11,WILLOW CREEK,SOUTH,2026-04-18,56.0,9535.19,171.37,27.78190404,723,False
ST-03,MAPLE JUNCTION,NORTH,2026-04-03,81.0,6362.0,79.23,35.43554781,673,False
ST-02,HARBOR POINT,NORTH,2026-03-31,46.0,12052.49,253.37,33.82797603,419,False
ST-13,HIGHLAND COURT,WEST,2026-03-17,48.0,2840.87,56.93,4.029881125,698,True
ST-10,MAGNOLIA SQUARE,SOUTH,2026-04-15,39.0,6618.66,182.41,29.09984613,427,True
ST-01,RIVERSIDE PLAZA,NORTH,2026-05-12,54.0,3125.7,61.69,28.42131087,313,False
ST-16,REDWOOD STATION,WEST,2026-04-26,69.0,6026.21,91.57,28.92655596,451,True
ST-18,ASHBROOK PLAZA,WEST,2026-03-30,27.0,2940.05,116.32,32.10949897,428,False
ST-14,GOLDEN VALLEY,WEST,2026-04-25,68.0,9147.93,125.25,23.45527985,565,False
ST-01,RIVERSIDE PLAZA,NORTH,2026-04-15,70.0,3944.86,53.45,19.19453602,715,True
ST-16,REDWOOD STATION,WEST,2026-03-16,56.0,3332.51,58.73,2.226382957,633,False
ST-06,CEDAR CROSSING,NORTH,2026-05-13,63.0,3033.04,45.8,1.277179133,582,True
ST-12,BAYFRONT COMMONS,SOUTH,2026-04-03,44.0,7997.08,361.97,28.91818574,516,False
ST-11,WILLOW CREEK,SOUTH,2026-05-14,50.0,10541.49,228.34,29.71208578,481,True
ST-12,BAYFRONT COMMONS,SOUTH,2026-03-29,62.0,8320.91,126.13,17.55813487,454,False
ST-11,WILLOW CREEK,SOUTH,2026-03-31,55.0,11837.54,233.46,10.62653438,463,False
ST-06,CEDAR CROSSING,NORTH,2026-05-23,85.0,2607.8,28.44,23.89910387,820,False
ST-14,GOLDEN VALLEY,WEST,2026-04-26,97.0,11573.76,108.7,2.584979153,675,False
ST-07,SUNSET BOULEVARD,SOUTH,2026-05-03,67.0,7815.31,112.42,29.00457265,502,False
ST-06,CEDAR CROSSING,NORTH,2026-03-16,66.0,17917.7,258.77,24.00117767,391,False
ST-18,ASHBROOK PLAZA,WEST,2026-03-29,42.0,2049.47,49.32,35.55598172,781,False
ST-09,CORAL BAY OUTLET,SOUTH,2026-05-08,56.0,12560.82,214.51,25.00588854,611,False
ST-16,REDWOOD STATION,WEST,2026-04-01,57.0,3643.12,64.36,2.070472638,503,False
ST-11,WILLOW CREEK,SOUTH,2026-05-13,93.0,3980.0,46.29,38.39198848,548,True
ST-12,BAYFRONT COMMONS,SOUTH,2026-05-11,47.0,4290.61,98.93,9.781782483,526,False
ST-01,RIVERSIDE PLAZA,NORTH,2026-04-30,39.0,4175.45,99.62,25.29131252,443,False
ST-12,BAYFRONT COMMONS,SOUTH,2026-11-04,67.0,10424.37,150.85,10.80109473,701,False
ST-02,HARBOR POINT,NORTH,2026-03-03,62.0,4898.36,72.21,19.24492407,422,False
ST-08,PALM TERRACE,SOUTH,2026-04-06,60.0,2255.56,39.39,8.623378865,515,False
ST-10,MAGNOLIA SQUARE,SOUTH,2026-09-03,43.0,3328.0,84.6,18.89101153,640,False
ST-03,MAPLE JUNCTION,NORTH,2026-03-15,86.0,6553.04,78.46,19.34046564,381,False
